Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
674,2008-09-30 00:00:00,2008-09-30 07:30:00,2008-09-30 08:02:00,273,GHGH000,Grays Habor,46.96043,-124.03574,13,15.8,15.2,35,7.693,15.3,559,122,44,22,0,0,Row 232 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
675,2008-09-30 00:00:00,2008-09-30 10:10:00,2008-09-30 08:42:00,273,PAWB002,Nahcotta,46.45461,-124.00977,12.8,15.9,16.2,36,.33,17,58200,0,33.5,32.3,0,0,Row 233 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
676,2008-10-01 00:00:00,2008-10-01 13:00:00,2008-10-01 12:45:00,274,JCHC011,Quilcene Bay,47.78746,-122.85935,17.1,13.5,13,32,.614,0,16100,0,2.02,.193,,,Row 234 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
679,2008-10-01 00:00:00,2008-10-01 12:05:00,2008-10-01 00:45:00,274,JCHC021,Duckabush,47.64711,-122.92964,16.2,13.8,14.1,31,3.223,0,12000,0,.94,0,,,Row 235 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
677,2008-10-01 00:00:00,2008-10-01 11:30:00,2008-10-01 12:45:00,274,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,15.2,13.5,15,19,.782,0,20600,1680,0,0,,,Row 236 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
680,2008-10-01 00:00:00,2008-10-01 10:15:00,2008-10-01 00:45:00,274,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,13.5,14.7,14.4,27,2.041,0,17700,0,0,0,,,Row 237 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
681,2008-10-01 00:00:00,2008-10-01 11:00:00,2008-10-01 00:45:00,274,MCHC056,Hoodsport,47.39555,-123.1438,16.3,12.7,13,26,3.707,0,30400,1310,.929,.333,,,Row 238 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
678,2008-10-01 00:00:00,2008-10-01 09:20:00,2008-10-01 01:40:00,274,TCSS0T2,South Totten Inlet,47.11496,-123.02234,12.9,15.6,15.6,35,4.664,0,24200,0,.821,.272,,,Row 239 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
682,2008-10-09 00:00:00,2008-10-09 12:15:00,2008-10-09 07:04:00,282,JCHC011,Quilcene Bay,47.78746,-122.85935,12,14.2,13.8,35,1.797,0,9710,0,1.33,0,,,Row 240 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
685,2008-10-09 00:00:00,2008-10-09 11:45:00,2008-10-09 07:04:00,282,JCHC021,Duckabush,47.64711,-122.92964,10.3,11.8,11.9,33,2.056,0,73000,23.1,2.28,.103,,,Row 241 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
683,2008-10-09 00:00:00,2008-10-09 11:15:00,2008-10-09 07:04:00,282,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,9.3,10.2,11.1,27,.767,0,927,0,2.19,0,,,Row 242 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
686,2008-10-09 00:00:00,2008-10-09 10:10:00,2008-10-09 07:04:00,282,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,11,12,12.5,31,16.833,0,19500,0,11.7,12.2,,,Row 243 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
687,2008-10-09 00:00:00,2008-10-09 10:45:00,2008-10-09 07:04:00,282,MCHC056,Hoodsport,47.39555,-123.1438,10,10.8,11.6,30,3.533,0,40000,0,3.03,0,,,Row 244 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
684,2008-10-09 00:00:00,2008-10-09 09:15:00,2008-10-09 08:00:00,282,TCSS0T2,South Totten Inlet,47.11496,-123.02234,10.6,13.7,13.6,35,.892,0,9300,0,1.26,.176,,,Row 245 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
688,2008-10-15 00:00:00,2008-10-15 12:30:00,2008-10-15 11:53:00,288,JCHC011,Quilcene Bay,47.78746,-122.85935,11,10.9,11.2,29,2.165,0,101000,0,392,202,,,Row 246 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
691,2008-10-15 00:00:00,2008-10-15 12:05:00,2008-10-15 11:53:00,288,JCHC021,Duckabush,47.64711,-122.92964,10.1,12.2,12,32,4.394,0,15600,4120,441,290,,,Row 247 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
689,2008-10-15 00:00:00,2008-10-15 11:30:00,2008-10-15 11:53:00,288,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,8.9,10.5,10.5,10,.361,0,36300,15900,260,189,,,Row 248 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
692,2008-10-15 00:00:00,2008-10-15 10:20:00,2008-10-15 11:53:00,288,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,8.1,11.5,12.3,30,1.289,0,,,,,,,Row 249 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
693,2008-10-15 00:00:00,2008-10-15 10:50:00,2008-10-15 11:53:00,288,MCHC056,Hoodsport,47.39555,-123.1438,6,9.1,10.6,25,6.74,0,148000,76600,34,31,,,Row 250 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
690,2008-10-15 00:00:00,2008-10-15 09:30:00,2008-10-15 12:48:00,288,TCSS0T2,South Totten Inlet,47.11496,-123.02234,6.1,14,14.3,37,2.987,0,7200,322,229,199,,,Row 251 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
694,2008-10-22 00:00:00,2008-10-22 12:10:00,2008-10-22 05:38:00,295,JCHC011,Quilcene Bay,47.78746,-122.85935,11.9,10.9,10.9,34,.317,0,49600,32000,77.3,60.7,,,Row 252 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
696,2008-10-22 00:00:00,2008-10-22 11:25:00,2008-10-22 05:38:00,295,JCHC021,Duckabush,47.64711,-122.92964,11.6,9.7,9.7,35,4.023,0,54600,56900,35.9,4.12,,,Row 253 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
695,2008-10-22 00:00:00,2008-10-22 11:10:00,2008-10-22 05:38:00,295,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,13.6,8.9,9.6,23,1.045,0,62900,47600,425,139,,,Row 254 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
699,2008-10-22 00:00:00,2008-10-22 09:50:00,2008-10-22 05:38:00,295,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,7,11.1,11,35,2.975,0,39100,15700,5.5,40.1,,,Row 255 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
697,2008-10-22 00:00:00,2008-10-22 10:40:00,2008-10-22 05:38:00,295,MCHC056,Hoodsport,47.39555,-123.1438,9.8,9,10.2,30,2.196,0,81200,62700,60,39.1,,,Row 256 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
698,2008-10-22 00:00:00,2008-10-22 09:00:00,2008-10-22 06:33:00,295,TCSS0T2,South Totten Inlet,47.11496,-123.02234,5.1,10.5,9.1,36,1.132,0,5620,1720,198,63.2,,,Row 257 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
705,2008-10-29 00:00:00,2008-10-29 11:55:00,2008-10-29 12:08:00,302,JCHC011,Quilcene Bay,47.78746,-122.85935,12.4,11.7,11.5,35,1.561,0,4380,2330,7.9,2.58,,,Row 258 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
701,2008-10-29 00:00:00,2008-10-29 11:20:00,2008-10-29 12:08:00,302,JCHC021,Duckabush,47.64711,-122.92964,14.6,10.2,10.6,32,3.549,0,12200,3710,12,2.54,,,Row 259 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
700,2008-10-29 00:00:00,2008-10-29 11:00:00,2008-10-29 12:08:00,302,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,15.5,10.6,10.8,30,6.321,0,5590,1990,21.4,3.96,,,Row 260 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
703,2008-10-29 00:00:00,2008-10-29 10:00:00,2008-10-29 12:08:00,302,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,16,10,10.3,30,4.59,0,11200,3960,10.8,4.11,,,Row 261 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
702,2008-10-29 00:00:00,2008-10-29 10:35:00,2008-10-29 12:08:00,302,MCHC056,Hoodsport,47.39555,-123.1438,16.1,10.8,10.7,26,2.979,0,8780,1610,12.2,2.38,,,Row 262 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
704,2008-10-29 00:00:00,2008-10-29 09:10:00,2008-10-29 13:03:00,302,TCSS0T2,South Totten Inlet,47.11496,-123.02234,14,12.2,12.3,33,3.355,0,6360,1070,7.54,0,,,Row 263 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
1,2007-05-21 00:00:00,2007-05-21 16:20:00,2007-05-21 16:03:00,141,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,,,12.8,28,3.303,17.2,.12,.2,0,0,0,0,Row 264 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
3,2007-05-22 00:00:00,2007-05-22 11:35:00,2007-05-22 11:55:00,142,GHGH000,Grays Habor,46.96043,-124.03574,,,18.9,30,3.621,23.4,0,0,0,0,0,0,Row 265 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
2,2007-05-22 00:00:00,2007-05-22 12:05:00,2007-05-22 12:40:00,142,PAWB002,Nahcotta,46.45461,-124.00977,,,12.2,26,2.406,19.7,.58,.51,0,0,0,0,Row 266 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
